breadcrumb,title,description,address,monthly_rent,monthly_aconto,move_in_price,available_from,rental_period,Boligtype,Størrelse,Værelser,Etage,Møbleret,Delevenlig,Husdyr tilladt,Elevator,Seniorvenlig,Kun for studerende,Altan/terrasse,Parkering,Opvaskemaskine,Vaskemaskine,Ladestander,Tørretumbler,Lejeperiode,Ledig fra,Månedlig leje,Aconto,Depositum,Forudbetalt husleje,Indflytningspris,Oprettelsesdato,Sagsnr.,energy_mark_src,Energimærke 
Hjem > Værelser > København > 1 værelses > Hellerup > Hjem > Værelser > København > 1 værelses > Hellerup,Værelse til kvindelig studerende/ Room for female student,"Smukt og lyst værelse til studerende

Smukt lyst værelse udlejes til rolig/stille/ ikke rygende studerende/professionel kvinde. Jeg hedder Christina (55 år) og bor i en skøn lys og stille lejlighed i Hellerup med masser af gratis parkering, på skøn vej med masser af både natur og strand rundt om. Jeg er flexibel og afslappet, og arbejder en del hjemmefra. Du deler bad og køkken med mig( dog er køkkenet kun til let madlavning, tak

Lovely Rom for female tenant/ student

Beautiful bright room for rent to responsible quiet/non-smoking student/professional woman. My name is Christina (55 years old) and I live in a beautiful bright and quiet apartment in Hellerup with lots of free parking, on a beautiful road with lots of both nature and beach all around. I am relaxed and quiet and work from home sometimes. You share the bathroom and kitchen with me (however, the kitchen is only for light cooking, thanks)","28. marts, Hellerupvej, 2900 København, Hellerup  - 1. sal",4.500 kr.,500 kr.,27.500 kr.,Snarest muligt,27.500 kr.,Værelse,11 m²,1.0,1.,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,1-11 måneder,Snarest muligt,4.500 kr.,500 kr.,13.500 kr.,9.000 kr.,27.500 kr.,28.3.2024,5428872,/static/images/energy_labels/D_str2.png,
Hjem > Lejligheder > København > 2 værelses > Glostrup > Hjem > Lejligheder > København > 2 værelses > Glostrup,Stor 2-værelses bolig i Glostrup!,"Velkommen til Granskoven!
Nu udbyder vi denne 2-værelses lejlighed i Granskoven.
Lejligheden består af en god stue samt et rummeligt soveværelse. Derudover får du både fuldt køkken samt badeværelse med separat bruseniche og vaskesøjle.
Lejligheden finder du i projektet Granskoven, som består af 60 moderne lejeboliger i forskellige størrelser med gode og gennemtænkte planløsninger, praktiske materialevalg og optimale lysforhold.
Ejendommen er en tidligere kontorbygning, som efter total istandsættelse nu udgør de optimale rammer for et hverdagsliv.
Granskovens lejeboliger ligger i Glostrup, kun 20 minutters kørsel fra København. Tæt på ejendommen finder du også den populære supercykelsti, som fører direkte til København C.
(Vi gør opmærksom på at billederne ikke er taget af/fra den pågældende bolig, men en anden bolig i samme ejendom).","27. marts, Granskoven, 2600 København, Glostrup  - 2. sal",10.450 kr.,800 kr.,53.050 kr.,30. september 2024,53.050 kr.,Lejlighed,75 m²,2.0,2.,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,Ubegrænset,30. september 2024,10.450 kr.,800 kr.,31.350 kr.,10.450 kr.,53.050 kr.,27.3.2024,5341569,/static/images/energy_labels/B_str2.png,
Hjem > Lejligheder > København > 4 værelses > Søborg > Hjem > Lejligheder > København > 4 værelses > Søborg,4-værelses lejlighed på Søkanten!,"Velkommen til Søkanten!
Nu har du muligheden for at leje en lys og moderne lejlighed i Søkanten, der ligger i den nye attraktive bydel Gyngemosen. Her er du både tæt på naturen og byen. Søkanten ligger i rekreative grønne omgivelser ved en nyanlagt sø.
Lejligheden er oplagt til familien eller som delebolig. Boligen byder på 98 velindrettede kvadratmeter, som er fordelt således: Rummelig entré med plads til overtøj og sko, 3 gode værelser og stort køkken alrum med plads til spiseafdeling og sofaarrangement. Lejlighedens badeværelse byder på separat brus samt vaskesøjle. Endvidere findes et godt depotrum i kælderen. Der findes også elevator i opgangen.
TÆT PÅ BÅDE NATUR OG BY
Gyngemosen ligger kun 1 km fra den fredede Utterslev Mose og 8 km fra Københavns Rådhusplads. Der er nem adgang til indkøb med dagligvarebutikker i området. Der ligger flere daginstitutioner og skoler tæt ved, og der er gode trafikale forbindelser til både offentlig transport og motorvejsnet. Gladsaxe kommune har opført en multihal i området.
LYST DESIGN I GOD KVALITET
• Matlakeret trægulv.
• Invita Trendline køkken i grebsfrit design.
• Induktionskogeplade, indbygget pyrolyseovn, integreret køle-/fryseskab, integreret opvaskemaskine.
• Hvid køkkenbordplade med sort kerne.
• Planforsænket køkkenvask i sort silgranit.
• Indbyggede skabe i de fleste lejligheder.
• Vaskemaskine og tørretumbler fra Miele.
• Aflåseligt pulterrum i kælder, ca. 3 m2.
• Dørtelefon med kamera. Adgangskontrol med briksystem.
*Husdyr med ansøgning!
Lejemålet kan ikke opsiges de første 12 måneder. Herefter er der 3 måneders opsigelse
*Bemærk at billederne ikke nødvendigvis er taget af/fra den pågældende bolig, og at udsigt m.v. derfor kan variere.","27. marts, Gyngemose Parkvej, 2860 København, Søborg  - 1. sal",14.800 kr.,800 kr.,74.800 kr.,Snarest muligt,74.800 kr.,Lejlighed,98 m²,4.0,1.,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,Ubegrænset,Snarest muligt,14.800 kr.,800 kr.,44.400 kr.,14.800 kr.,74.800 kr.,27.3.2024,5284790,/static/images/energy_labels/A20_str2.png,
Hjem > Lejligheder > København > 3 værelses > Hedehusene > Nærheden > Hjem > Lejligheder > København > 3 værelses > Hedehusene > Nærheden,Hedesøvej,"I NærHeden er alle tæt på indkøb, skole, institutioner, fritidsaktiviteter og natur. Mange af de vigtigste
knudepunkter kan nås via Loopet - det grønne parkstrøg, der forbinder NærHeden med
Hedehusene via underføringer under jernbanen. Loopet, som er forbeholdt gående og cyklister,
bliver indrettet med grønne by-rum og forskellige aktivitetszoner. Når storbyen kalder, er der
mulighed for at komme til København på 19 minutter med tog fra Hedehusene Station. Og når
naturen kalder, er der kun få hundrede meter til Naturpark Hedeland, der lokker med utallige fritidstilbud,
som for eksempel skibakke, amfiteater, ridebaner, løbe- og cykelruter.
NærHeden er et moderne byliv, der kombinerer det bedste fra Hovedstaden og det bedste fra
byen. Her er tætte bebyggelser med intime byrum, små private arealer og fællesfaciliteter. Her er
nærhed til Hovedstaden, naturen og hinanden.","26. marts, Hedesøvej, 2640 København, Hedehusene  - 1. sal",13.000 kr.,750 kr.,52.751 kr.,Snarest muligt,52.751 kr.,Lejlighed,92 m²,3.0,1.,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ubegrænset,Snarest muligt,13.000 kr.,750 kr.,39.000 kr.,1 kr.,52.751 kr.,26.3.2024,5221713,/static/images/energy_labels/A15_str2.png,
Hjem > Lejligheder > København > 2 værelses > København N > Hjem > Lejligheder > København > 2 værelses > København N,Apartment in central and hip Nørrebro with balcony,"Looking for short term renters from 9th of September possibly one month ahead (or this winter), while I am out traveling myself.

Nice, charming, cozy flat in central Nørrebro - Rantzausgade - Right next to Assistens Cemetery. Close to the best restaurants, bakeries, Coffe shops, vintage shops and more.

The apartment is right across the famous ‘kølsters tolv haner’ where the atmosphere is always top and many delicious chilled IPA’s can be enjoyed + the Greek food in ‘Blåregn’. However the apartment is situated on the corner across the street where it is completely calm.","23. marts, Henrik Rungs Gade, 2200 København, København N  - 4. sal",15.000 kr.,0 kr.,41.000 kr.,Snarest muligt,41.000 kr.,Lejlighed,56 m²,2.0,4.,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,1-11 måneder,Snarest muligt,15.000 kr.,0 kr.,13.000 kr.,13.000 kr.,41.000 kr.,23.3.2024,5361313,/static/images/energy_labels/B_str2.png,
Hjem > Lejligheder > København > 4 værelses > Vallensbæk Strand > Hjem > Lejligheder > København > 4 værelses > Vallensbæk Strand,4 værelses lejlighed på Torbenfeldvej i Vallensbæk Strand udlejes,"Emiliehavens lejligheder er moderne indrettede og veludnyttede. Du får en nyopført, energioptimeret bolig, som er lige til at flytte ind i.

Det er desuden muligt at leje fast P-plads i P-kælderen.

Store vinduespartier sikrer masser af lys i boligen. Gulvene er i eg-laminat og derudover er der klinker i entre og badeværelse.

OBS: Plantegninger er vejledende og der tager forbehold for eventuelle uoverensstemmelser.","21. marts, Torbenfeldvej, 2665 København, Vallensbæk Strand  - 2. sal",14.000 kr.,1300 kr.,71.300 kr.,Snarest muligt,71.300 kr.,Lejlighed,108 m²,4.0,2.,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Nej,Ja,Ubegrænset,Snarest muligt,14.000 kr.,1.300 kr.,42.000 kr.,14.000 kr.,71.300 kr.,21.3.2024,5356135,none,-
Hjem > Lejligheder > København > 3 værelses > Taastrup > Hjem > Lejligheder > København > 3 værelses > Taastrup,3 værelses lejlighed på Vestervej i Taastrup udlejes,"Espenslund er lejeboliger i 1 og 2 plan nær Taastrup Hovedgade i et etableret område med både rækkehuse og murermestervillaer som naboer. 
 
Espenslund består af 32 boliger som udgør både lejligheder og rækkehuse i størrelser fra 78 til 113m². Lejlighederne er fra 78-96m², mens rækkehusene i to plan er på 112m².

Første etape af Espenslund er tidligere solgt som ejerboliger.

### Boliger med grønne arealer

Til lejligheder og rækkehuse i stueplan hører en overskuelig og nemt passet have med dejlig terrasse. 1. sals lejligheder har altan. 
Hele boligområdet har store grønne arealer med løvtræer og buske, der kan danne ramme om udelivet, grillaftener og andre sociale aktiviteter med venner eller naboer.

Grunden er omkranset af store, ældre træer og har et idyllisk lille gadekær. Her finder du også et område med frugttræer, der fuldender oplevelsen af at være i naturen.

### Bo centralt Taastrup

I Espenslund bor man i helt nye familievenlige boliger beliggende i grønne børnevenlige omgivelser og helt centralt placeret i Taastrup. Du er tæt på centrum, indkøb, daginstitutioner, skoler, shopping og offentlig transport.

### Moderne boliger med lavt forbrug

Husene er bygget efter BR2018 og er derfor velisolerede. Da boligtyperne samtidig ikke har mange ydervægge, kan du se frem til et ganske lavt varmeforbrug, til glæde for både klimaet og din pengepung.","21. marts, Vestervej, 2630 København, Taastrup  - 1. sal",13.500 kr.,500 kr.,68.000 kr.,Snarest muligt,68.000 kr.,Lejlighed,96 m²,3.0,1.,Nej,Ja,Ja,Ikke angivet,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Nej,Ja,Ubegrænset,Snarest muligt,13.500 kr.,500 kr.,40.500 kr.,13.500 kr.,68.000 kr.,21.3.2024,5367513,none,-
Hjem > Lejligheder > København > 4 værelses > Vallensbæk Strand > Hjem > Lejligheder > København > 4 værelses > Vallensbæk Strand,4 værelses lejlighed på Torbenfeldvej i Vallensbæk Strand udlejes,"Emiliehavens lejligheder er moderne indrettede og veludnyttede. Du får en nyopført, energioptimeret bolig, som er lige til at flytte ind i.

Det er desuden muligt at leje fast P-plads i P-kælderen.

Store vinduespartier sikrer masser af lys i boligen. Gulvene er i eg-laminat og derudover er der klinker i entre og badeværelse.

OBS: Plantegninger er vejledende og der tager forbehold for eventuelle uoverensstemmelser.","21. marts, Torbenfeldvej, 2665 København, Vallensbæk Strand  - 3. sal",14.000 kr.,1300 kr.,71.300 kr.,Snarest muligt,71.300 kr.,Lejlighed,108 m²,4.0,3.,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Nej,Ja,Ubegrænset,Snarest muligt,14.000 kr.,1.300 kr.,42.000 kr.,14.000 kr.,71.300 kr.,21.3.2024,5352710,none,-
Hjem > Lejligheder > København > 3 værelses > Vallensbæk Strand > Hjem > Lejligheder > København > 3 værelses > Vallensbæk Strand,Fantastisk 3 værelses i Vallensbæk Strand,"Lej en stor lejlighed i Vallensbæk Strand tæt ved vandet.

Drømmer du om at bo i en attraktiv og moderne lejlighed med kort afstand til strand, havn og byliv?

I Amalieparken finder du store flotte boliger, der er opført i 2012. Ejendommen er perfekt placeret i forhold til både by og natur.

Attraktive lyse lejligheder i Vallensbæk Strand med lækker altan

Ejendommen, som består af seks punkthuse, indeholder i alt 144 lækre lejeboliger. Lejlighederne er enten 2, 3 eller 4 værelses, og størrelserne derpå varierer fra 83 kvm til imponerende 128 kvm.

Alle lejeboliger er udstyret med en stor rummelig altan, hvor morgenkaffen, solskin og frokosten kan nydes en lun dag. Din lejebolig har desuden pæne lyse trægulve og store vinduespartier, hvorfra der kommer et smukt naturligt lysindfald.

I boligerne finder du et køkkenalrum, hvor du kan nyde mange hyggelige stunder med familie og venner. Køkkenet er fuldt udstyret med hårde hvidevarer, hvide elementer og en flot lys træbordplade.

De store 4 værelses lejligheder har i øvrigt et praktisk bryggers.

Bo tæt på det hele - Natur, offentlig transport og København centrum

Når du bor i Amalieparken, vil du have alt inden for rækkevidde. Der er f.eks. kun fem minutter til smuk strand og Vallensbæk Havn, hvor du kan nyde hyggelige stunder sammen med familie og venner.

Indenfor de nærmeste tre kilometer finder du et væld af fritidsaktiviteter, hvad enten du er til ridning, golf eller vandski.

Det nærmeste busstoppested ligger heller ikke langt fra din nye adresse, og byens togstation ligger kun én kilometer fra ejendommen. Indenfor samme radius finder du et væld af indkøbsmuligheder.

Fra Amalieparken har du kun tre minutters kørsel til motorvejen. Der er desuden 15 kilometer ind til Indre By, hvor du f.eks. kan shoppe løs, opleve Hovedstadens kulturelle liv og besøge forskellige spændende caféer og anmelderroste restauranter.

Velkommen til Amalieparken, 2665 Vallensbæk Strand

I Amalieparken i Vallensbæk Strand er der i 2012 opført disse seks punkthuse. Hvert punkthus består af 24 lyse lejligheder fordelt på 6 etager.

Trappeopgangene er holdt i lys terrazzo med vinduer hele vejen op, hvilket får opgangene til at fremstå lyse og imødekommende. Alle opgange er forsynet med elevator, affaldsskakt, dørtelefon og postkasser i stueplan. Din nye lejebolig har derudover et tilhørende depotrum i kælderen, hvor du kan opbevare dine ekstra ting.

Det udendørs fællesareal er anlagt med åbne græsplæner, vild beplantning, små grusstier, legeområde og store træer.

Foran indgangen til punkthusene er der etableret parkeringspladser, hvor det er gratis at parkere.

Velkommen til Vallensbæk Strand - en populær bydel i Storkøbenhavn!","21. marts, Margrethevænget, 2665 København, Vallensbæk Strand  - 3. sal",13.200 kr.,1480 kr.,67.480 kr.,Snarest muligt,67.480 kr.,Lejlighed,103 m²,3.0,3.,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,Ubegrænset,Snarest muligt,13.200 kr.,1.480 kr.,39.600 kr.,13.200 kr.,67.480 kr.,21.3.2024,5425788,none,-
Hjem > Lejligheder > København > 3 værelses > Taastrup > Høje Taastrup > Hjem > Lejligheder > København > 3 værelses > Taastrup > Høje Taastrup,Nye lyse og rummelige lejeboliger i Bornholmerhuset!,"Velkommen til Bornholmerhusene!
Nem adgang til indkøb og shopping
En del af ejendommen i Bornholmerhuset udgør en Netto, så det bliver ikke nemmere at klare indkøbene på vej hjem fra job eller studie. Beliggenheden er i særklasse med under 5 minutter gang til offentlig transport, der forbinder Høje Taastrup med København (ca. 20 min) og ligeledes med regionaltog til Fyn og Jylland, samt shopping og underholdning i City 2’s mange butikker, caféer og sågar minigolf- og petanquebane.
Stilfuld komfort
Bornholmerhuset består af lejligheder med 2 til 4 værelser. Der er lagt særlig vægt på at sikre optimale dagslysforhold og skabe fleksible indretningsmuligheder i de primære opholdsrum. Boligerne er indbydende i lyse materialer, og køkkenet er et moderne, hvidt kvalitetskøkken fra Svane med sorte detaljer, der tilfører et stilfuldt præg. De integrerede hårde hvidevarer fra Gram, herunder opvaskemaskine, vaskemaskine og tørretumbler, fuldender det komfortable og moderne liv i boligerne.
Privat uderum og stor fælles tagterrasse
Til størstedelen af boligerne er der eget, privat uderum i form af en altan, så de kan åbnes helt op, mens stuelejlighederne har udgang til terrasse, begge med god plads til at nyde tilværelsen. På 2. sal finder du en stor brugbar tagterrasse til fælles afbenyttelse, hvor man kan samles til hygge med venner, familie eller sine nye naboer.
En blomstrende forstad
Høje Taastrup er en blomstrende forstad til København. Dette dynamiske område omkring City2 er præget af en unik blanding af moderne byliv og historisk charme, og det er hjemsted for en bred vifte af aktiviteter, der appellerer til både lokale beboere og besøgende. I det nye miljø mellem de nye ejendomme og City 2 er der bl.a. etableret fodboldbane og skaterpark, og ønsker man at se det hele fra oven, er der gratis adgang til rådhusets tagterrasse i deres åbningstider.
*Bemærk at billederne ikke nødvendigvis er taget af/fra den pågældende lejlighed, og at udsigt m.v. derfor kan variere.","21. marts, Bornholms Allé, 2630 København, Taastrup  - 6. sal",12.200 kr.,1000 kr.,62.000 kr.,Snarest muligt,62.000 kr.,Lejlighed,90 m²,3.0,6.,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Nej,Nej,Ubegrænset,Snarest muligt,12.200 kr.,1.000 kr.,36.600 kr.,12.200 kr.,62.000 kr.,21.3.2024,5427547,none,-
Hjem > Lejligheder > København > 2 værelses > Taastrup > Høje Taastrup > Hjem > Lejligheder > København > 2 værelses > Taastrup > Høje Taastrup,Nye lyse og rummelige lejeboliger i Bornholmerhuset!,"Velkommen til Bornholmerhuset!
Nem adgang til indkøb og shopping
En del af ejendommen i Bornholmerhuset udgør en Netto, så det bliver ikke nemmere at klare indkøbene på vej hjem fra job eller studie. Beliggenheden er i særklasse med under 5 minutter gang til offentlig transport, der forbinder Høje Taastrup med København (ca. 20 min) og ligeledes med regionaltog til Fyn og Jylland, samt shopping og underholdning i City 2’s mange butikker, caféer og sågar minigolf- og petanquebane.
Stilfuld komfort
Bornholmerhuset består af lejligheder med 2 til 4 værelser. Der er lagt særlig vægt på at sikre optimale dagslysforhold og skabe fleksible indretningsmuligheder i de primære opholdsrum. Boligerne er indbydende i lyse materialer, og køkkenet er et moderne, hvidt kvalitetskøkken fra Svane med sorte detaljer, der tilfører et stilfuldt præg. De integrerede hårde hvidevarer fra Gram, herunder opvaskemaskine, vaskemaskine og tørretumbler, fuldender det komfortable og moderne liv i boligerne.
Privat uderum og stor fælles tagterrasse
Til størstedelen af boligerne er der eget, privat uderum i form af en altan, så de kan åbnes helt op, mens stuelejlighederne har udgang til terrasse, begge med god plads til at nyde tilværelsen. På 2. sal finder du en stor brugbar tagterrasse til fælles afbenyttelse, hvor man kan samles til hygge med venner, familie eller sine nye naboer.
En blomstrende forstad
Høje Taastrup er en blomstrende forstad til København. Dette dynamiske område omkring City2 er præget af en unik blanding af moderne byliv og historisk charme, og det er hjemsted for en bred vifte af aktiviteter, der appellerer til både lokale beboere og besøgende. I det nye miljø mellem de nye ejendomme og City 2 er der bl.a. etableret fodboldbane og skaterpark, og ønsker man at se det hele fra oven, er der gratis adgang til rådhusets tagterrasse i deres åbningstider.
*Bemærk at billederne ikke nødvendigvis er taget af/fra den pågældende lejlighed, og at udsigt m.v. derfor kan variere.","21. marts, Bornholms Allé, 2630 København, Taastrup  - 4. sal",11.200 kr.,800 kr.,56.800 kr.,Snarest muligt,56.800 kr.,Lejlighed,68 m²,2.0,4.,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Nej,Nej,Ubegrænset,Snarest muligt,11.200 kr.,800 kr.,33.600 kr.,11.200 kr.,56.800 kr.,21.3.2024,5427545,none,-
Hjem > Lejligheder > København > 4 værelses > Vallensbæk Strand > Hjem > Lejligheder > København > 4 værelses > Vallensbæk Strand,Moderne byliv midt i det grønne!,"Velkommen til Augustas Have!
Hvis du drømmer om at bo i smukke grønne omgivelser og samtidig tæt på alle bylivets bekvemmeligheder – så vil du elske Augustas Have
Augustas Have er et nyt arkitekttegnet boligbyggeri i det attraktive Vallensbæk Strand. Her finder du 65 topmoderne lyse boliger, hvor alt er udviklet med fokus på sammenhængen mellem hjem og fællesskab, natur og trivsel.
Augustas Haves boliger kommer med forskellige planløsninger. Du finder boliger fra 60 til 120m2 fordelt på på 2-, 3-, 4- og 5-værelses lejligheder. Alle lejlighederne åbner sig op med større vinduespartier mod syd.
Boligerne er udført i lækre kvalitetsmaterialer og med komplet hårde hvidevare pakke fra Siemens. I køkkenet og på badeværelset får du hvide HTH-elementer, som også går igen på værelserne, hvor du har faste skabe.
I hele området er der let adgang til et væld af fritidsaktiviteter. Fx skønne cykelruter, bademuligheder, tennis, rideklub, vandski og sejlads.
Desuden bor du centralt i forhold til gode skoler og daginstitutioner. Vallensbæk Station ligger kun 1 km væk, og her finder du bl.a. S-tog, spisesteder og flere fine indkøbsmuligheder.
Værd at vide:
- Elevator i ejendommen
- De fleste boliger har både et depotrum i lejligheden samt et kælderrum til opbevaring.
- Gratis parkering i terræn
Det med småt:
- Det er ikke tilladt at stå i RKI
- Husdyr skal godkendes af udlejer
- Bemærk, at billedmaterialet ikke nødvendigvis stammer fra den pågældende bolig.
Har det fanget din interesse?","20. marts, Rosenfeldtvej, 2665 København, Vallensbæk Strand  - 1. sal",13.400 kr.,850 kr.,67.850 kr.,Snarest muligt,67.850 kr.,Lejlighed,92 m²,4.0,1.,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ubegrænset,Snarest muligt,13.400 kr.,850 kr.,40.200 kr.,13.400 kr.,67.850 kr.,20.3.2024,5427263,none,-
Hjem > Lejligheder > København > 2 værelses > Taastrup > Høje Taastrup > Hjem > Lejligheder > København > 2 værelses > Taastrup > Høje Taastrup,Lækker 2 værelses lejlighed!,"Velkommen til Kofoedshus i Taastrup!
En ny bydel ved City 2-centeret
Som ny beboer i Kofoedshus kan man nyde godt af at området i stor stil er udviklet og yderst velfungerende. Her får man det bedste fra alle verdner, med under 5 minutter gang til offentlig transport, der forbinder Høje Taastrup med København (ca. 20 min) og ligeledes med regionaltog til Fyn og Jylland, samt shopping og underholdning i City 2’s mange butikker, caféer og sågar minigolf- og petanquebane.
Lyse kvalitetsboliger
Kofoedshus består af 2-3-værelses lejligheder. I alle boliger er der taget udgangspunkt i at sikre gode dagslysforhold og fleksible indretningsmuligheder til de primære opholdsrum. Materialerne i boligerne er lyse, og køkkenet er et hvidt, moderne køkken fra Svane, med sorte detaljer der giver kant til designet. I boligerne er der integrerede hårde hvidevarer fra Gram, som blandt andet tæller opvaskemaskine, vaskemaskine samt tørretumbler.
Privat uderum og stor fælles tagterrasse
Til størstedelen af boligerne er der eget, privat uderum i form af en altan, så de kan åbnes helt op, mens stuelejlighederne har udgang til terrasse, begge med god plads til at nyde tilværelsen. På 4. sal finder du en stor brugbar tagterrasse til fælles afbenyttelse, hvor man kan samles til hygge med venner, familie eller sine nye naboer.
En blomstrende forstad
Høje Taastrup Centrum, ofte forkortet som Høje Taastrup C, er hjertet af Høje Taastrup og en blomstrende forstad til København. Dette dynamiske område er præget af en unik blanding af moderne byliv og historisk charme, og det er hjemsted for en bred vifte af aktiviteter, der appellerer til både lokale beboere og besøgende. I det nye miljø mellem de nye ejendomme og City 2 er der bl.a. etableret fodboldbane og skaterpark, og ønsker at man at se det hele fra oven, er der gratis adgang til rådhusets tagterrasse i deres åbningstider.
*Bemærk at billederne ikke nødvendigvis er taget af/fra den pågældende lejlighed, og at udsigt m.v. derfor kan variere.","20. marts, Jens Kofoeds Gade, 2630 København, Taastrup  - 2. sal",10.500 kr.,800 kr.,53.300 kr.,Snarest muligt,53.300 kr.,Lejlighed,67 m²,2.0,2.,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Nej,Nej,Ubegrænset,Snarest muligt,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,20.3.2024,5427200,none,-
Hjem > Lejligheder > København > 3 værelses > Hedehusene > Nærheden > Hjem > Lejligheder > København > 3 værelses > Hedehusene > Nærheden,Stunning Views of Lake and Greenery in Perfect Setting,"Discover your dream home in this stunning, fully-furnished 3-bedroom, 94m² apartment in Nærheden, Hedehusene 2640! Built in 2020, this modern gem features a beautiful terrace, top-notch materials, elevator access, and free parking.

Key Details:

Lease Term: Available for a limited lease from a few months up to a maximum of 1 year
No Pets Allowed
Location: 3rd floor
Features: Dishwasher, Washing and Dryer machine
Utilities: 750 kr
Deposit: 40,000 kr
First & Prepaid Rent: 2x 12,500 kr
Move-in Cost: 65,750 kr

Enjoy the convenience of living in NærHeden with shops, schools, and nature close by. The Loop, a scenic green pathway, connects you to Hedehusene and all key spots. Commute easily with a 19-minute train ride from Hedehusene Station to Copenhagen. Naturpark Hedeland, just a few hundred meters away, offers great recreational activities.","18. marts, Hedesøvej, 2640 København, Hedehusene  - 3. sal",12.500 kr.,750 kr.,63.250 kr.,Snarest muligt,63.250 kr.,Lejlighed,94 m²,3.0,3.,Ja,Ja,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,1-11 måneder,Snarest muligt,12.500 kr.,750 kr.,37.500 kr.,12.500 kr.,63.250 kr.,18.3.2024,5426500,/static/images/energy_labels/A15_str2.png,
Hjem > Lejligheder > København > 3 værelses > Hedehusene > Nærheden > Hjem > Lejligheder > København > 3 værelses > Hedehusene > Nærheden,Lækre lyse lejligheder tæt på natur,"Birken tilbyder flere forskellige lejlighedstyper med 2-5 værelser og i størrelser fra 53-110 kvm. Uanset hvilken type der passer til dig, så får du veldisponerede rum med smukke trægulve med gulvvarme.

 

Køkkenet er et hvidt Svanekøkken med god skabsplads og integreret køle/fryseskab og opvaskemaskine, der ligesom ovn og glaskeramisk kogeplade naturligvis er energirigtige modeller fra Siemens.

Med indkøbsmuligheder, legepladser og skolen ”Læringshuset” i gåafstand, bliver du en del af nærmiljøet i den nye bydel, Nærheden. Samtidig kan du nyde den omkringliggende natur, hvor du blandt andet finder Sejlbjerg Mose med både bålhytte og grillplads.

Derudover ligger Hedeland Naturpark blot 3,5 km væk, som byder på alt fra skibakke, gokartbane, golfbane og et særpræget, naturskønt landskab.

Hvis du benytter dig af offentlig transport, er Birken placeret særdeles attraktivt med kun 1 km til Hedehusene St, hvorfra du kan nå København på under en halv time.

Er du kørende i bil, kan du glæde dig over gratis parkering i både terræn og kælder.

Derudover:

Elevator i bygningen

Altan eller terrasse til alle boliger

Kælderrum til lejligheden

Der er gratis parkering på terræn eller i kælderen

 

 

Det med småt:

Det er ikke tilladt at stå i RKI

9 måneders uopsigelighed

Husdyr kan ansøges

Bemærk, at billedmaterialet ikke nødvendigvis stammer fra den pågældende bolig.","11. marts, Frøstjernestræde, 2640 København, Hedehusene  - Stuen",11.700 kr.,900 kr.,59.400 kr.,Snarest muligt,59.400 kr.,Lejlighed,79 m²,3.0,Stuen,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ubegrænset,Snarest muligt,11.700 kr.,900 kr.,35.100 kr.,11.700 kr.,59.400 kr.,11.3.2024,5425299,none,-
